"";"municipio";"uf";"x"
"642";"SÃO RAIMUNDO DO DOCA BEZERRA";"MA";1
"643";"SÃO ROBERTO";"MA";1
"644";"SÃO VICENTE FERRER";"MA";1
"645";"SATUBINHA";"MA";1
"646";"SENADOR ALEXANDRE COSTA";"MA";1
"647";"SENADOR LA ROCQUE";"MA";1
"648";"SERRANO DO MARANHÃO";"MA";1
"649";"SÍTIO NOVO";"MA";1
"650";"SUCUPIRA DO NORTE";"MA";1
"651";"SUCUPIRA DO RIACHÃO";"MA";1
"652";"TASSO FRAGOSO";"MA";1
"653";"TIMBIRAS";"MA";1
"654";"TIMON";"MA";1
"655";"TRIZIDELA DO VALE";"MA";1
"656";"TUFILÂNDIA";"MA";1
"657";"TUNTUM";"MA";1
"658";"TURIAÇU";"MA";1
"659";"TURILÂNDIA";"MA";1
"660";"TUTÓIA";"MA";1
"661";"URBANO SANTOS";"MA";1
"662";"VARGEM GRANDE";"MA";1
"663";"VIANA";"MA";1
"664";"VILA NOVA DOS MARTÍRIOS";"MA";1
"665";"VITÓRIA DO MEARIM";"MA";1
"666";"VITORINO FREIRE";"MA";1
"667";"ZÉ DOCA";"MA";1
"668";"ACAUÃ";"PI";1
"669";"AGRICOLÂNDIA";"PI";1
"670";"ÁGUA BRANCA";"PI";1
"671";"ALAGOINHA DO PIAUÍ";"PI";1
"672";"ALEGRETE DO PIAUÍ";"PI";1
"673";"ALTO LONGÁ";"PI";1
"674";"ALTOS";"PI";1
"675";"ALVORADA DO GURGUÉIA";"PI";1
"676";"AMARANTE";"PI";1
"677";"ANGICAL DO PIAUÍ";"PI";1
"678";"ANÍSIO DE ABREU";"PI";1
"679";"ANTÔNIO ALMEIDA";"PI";1
"680";"AROAZES";"PI";1
"681";"AROEIRAS DO ITAIM";"PI";1
"682";"ARRAIAL";"PI";1
"683";"ASSUNÇÃO DO PIAUÍ";"PI";1
"684";"AVELINO LOPES";"PI";1
"685";"BAIXA GRANDE DO RIBEIRO";"PI";1
"686";"BARRA D'ALCÂNTARA";"PI";1
"687";"BARRAS";"PI";1
"688";"BARREIRAS DO PIAUÍ";"PI";1
"689";"BARRO DURO";"PI";1
"690";"BATALHA";"PI";1
"691";"BELA VISTA DO PIAUÍ";"PI";1
"692";"BELÉM DO PIAUÍ";"PI";1
"693";"BENEDITINOS";"PI";1
"694";"BERTOLÍNIA";"PI";1
"695";"BETÂNIA DO PIAUÍ";"PI";1
"696";"BOA HORA";"PI";1
"697";"BOCAINA";"PI";1
"698";"BOM JESUS";"PI";1
"699";"BOM PRINCÍPIO DO PIAUÍ";"PI";1
"700";"BONFIM DO PIAUÍ";"PI";1
"701";"BOQUEIRÃO DO PIAUÍ";"PI";1
"702";"BRASILEIRA";"PI";1
"703";"BREJO DO PIAUÍ";"PI";1
"704";"BURITI DOS LOPES";"PI";1
"705";"BURITI DOS MONTES";"PI";1
"706";"CABECEIRAS DO PIAUÍ";"PI";1
"707";"CAJAZEIRAS DO PIAUÍ";"PI";1
"708";"CAJUEIRO DA PRAIA";"PI";1
"709";"CALDEIRÃO GRANDE DO PIAUÍ";"PI";1
"710";"CAMPINAS DO PIAUÍ";"PI";1
"711";"CAMPO ALEGRE DO FIDALGO";"PI";1
"712";"CAMPO GRANDE DO PIAUÍ";"PI";1
"713";"CAMPO LARGO DO PIAUÍ";"PI";1
"714";"CAMPO MAIOR";"PI";1
"715";"CANAVIEIRA";"PI";1
"716";"CANTO DO BURITI";"PI";1
"717";"CAPITÃO DE CAMPOS";"PI";1
"718";"CAPITÃO GERVÁSIO OLIVEIRA";"PI";1
"719";"CARACOL";"PI";1
"720";"CARAÚBAS DO PIAUÍ";"PI";1
"721";"CARIDADE DO PIAUÍ";"PI";1
"722";"CASTELO DO PIAUÍ";"PI";1
"723";"CAXINGÓ";"PI";1
"724";"COCAL";"PI";1
"725";"COCAL DE TELHA";"PI";1
"726";"COCAL DOS ALVES";"PI";1
"727";"COIVARAS";"PI";1
"728";"COLÔNIA DO GURGUÉIA";"PI";1
"729";"COLÔNIA DO PIAUÍ";"PI";1
"730";"CONCEIÇÃO DO CANINDÉ";"PI";1
"731";"CORONEL JOSÉ DIAS";"PI";1
"732";"CORRENTE";"PI";1
"733";"CRISTALÂNDIA DO PIAUÍ";"PI";1
"734";"CRISTINO CASTRO";"PI";1
"735";"CURIMATÁ";"PI";1
"736";"CURRAIS";"PI";1
"737";"CURRAL NOVO DO PIAUÍ";"PI";1
"738";"CURRALINHOS";"PI";1
"739";"DEMERVAL LOBÃO";"PI";1
"740";"DIRCEU ARCOVERDE";"PI";1
"741";"DOM EXPEDITO LOPES";"PI";1
"742";"DOM INOCÊNCIO";"PI";1
"743";"DOMINGOS MOURÃO";"PI";1
"744";"ELESBÃO VELOSO";"PI";1
"745";"ELISEU MARTINS";"PI";1
"746";"ESPERANTINA";"PI";1
"747";"FARTURA DO PIAUÍ";"PI";1
"748";"FLORES DO PIAUÍ";"PI";1
"749";"FLORESTA DO PIAUÍ";"PI";1
"750";"FLORIANO";"PI";1
"751";"FRANCINÓPOLIS";"PI";1
"752";"FRANCISCO AYRES";"PI";1
"753";"FRANCISCO MACEDO";"PI";1
"754";"FRANCISCO SANTOS";"PI";1
"755";"FRONTEIRAS";"PI";1
"756";"GEMINIANO";"PI";1
"757";"GILBUÉS";"PI";1
"758";"GUADALUPE";"PI";1
"759";"GUARIBAS";"PI";1
"760";"HUGO NAPOLEÃO";"PI";1
"761";"ILHA GRANDE";"PI";1
"762";"INHUMA";"PI";1
"763";"IPIRANGA DO PIAUÍ";"PI";1
"764";"ISAÍAS COELHO";"PI";1
"765";"ITAINÓPOLIS";"PI";1
"766";"ITAUEIRA";"PI";1
"767";"JACOBINA DO PIAUÍ";"PI";1
"768";"JAICÓS";"PI";1
"769";"JARDIM DO MULATO";"PI";1
"770";"JATOBÁ DO PIAUÍ";"PI";1
"771";"JERUMENHA";"PI";1
"772";"JOÃO COSTA";"PI";1
"773";"JOAQUIM PIRES";"PI";1
"774";"JOCA MARQUES";"PI";1
"775";"JOSÉ DE FREITAS";"PI";1
"776";"JUAZEIRO DO PIAUÍ";"PI";1
"777";"JÚLIO BORGES";"PI";1
"778";"JUREMA";"PI";1
"779";"LAGOA ALEGRE";"PI";1
"780";"LAGOA DE SÃO FRANCISCO";"PI";1
"781";"LAGOA DO BARRO DO PIAUÍ";"PI";1
"782";"LAGOA DO PIAUÍ";"PI";1
"783";"LAGOA DO SÍTIO";"PI";1
"784";"LAGOINHA DO PIAUÍ";"PI";1
"785";"LANDRI SALES";"PI";1
"786";"LUÍS CORREIA";"PI";1
"787";"LUZILÂNDIA";"PI";1
"788";"MADEIRO";"PI";1
"789";"MANOEL EMÍDIO";"PI";1
"790";"MARCOLÂNDIA";"PI";1
"791";"MARCOS PARENTE";"PI";1
"792";"MASSAPÊ DO PIAUÍ";"PI";1
"793";"MATIAS OLÍMPIO";"PI";1
"794";"MIGUEL ALVES";"PI";1
"795";"MIGUEL LEÃO";"PI";1
"796";"MILTON BRANDÃO";"PI";1
"797";"MONSENHOR GIL";"PI";1
"798";"MONSENHOR HIPÓLITO";"PI";1
"799";"MONTE ALEGRE DO PIAUÍ";"PI";1
"800";"MORRO CABEÇA NO TEMPO";"PI";1
"801";"MORRO DO CHAPÉU DO PIAUÍ";"PI";1
"802";"MURICI DOS PORTELAS";"PI";1
"803";"NAZARÉ DO PIAUÍ";"PI";1
"804";"NAZÁRIA";"PI";1
"805";"NOSSA SENHORA DE NAZARÉ";"PI";1
"806";"NOSSA SENHORA DOS REMÉDIOS";"PI";1
"807";"NOVA SANTA RITA";"PI";1
"808";"NOVO ORIENTE DO PIAUÍ";"PI";1
"809";"NOVO SANTO ANTÔNIO";"PI";1
"810";"OEIRAS";"PI";1
"811";"OLHO D'ÁGUA DO PIAUÍ";"PI";1
"812";"PADRE MARCOS";"PI";1
"813";"PAES LANDIM";"PI";1
"814";"PAJEÚ DO PIAUÍ";"PI";1
"815";"PALMEIRA DO PIAUÍ";"PI";1
"816";"PALMEIRAIS";"PI";1
"817";"PAQUETÁ";"PI";1
"818";"PARNAGUÁ";"PI";1
"819";"PARNAÍBA";"PI";1
"820";"PASSAGEM FRANCA DO PIAUÍ";"PI";1
"821";"PATOS DO PIAUÍ";"PI";1
"822";"PAU D'ARCO DO PIAUÍ";"PI";1
"823";"PAULISTANA";"PI";1
"824";"PAVUSSU";"PI";1
"825";"PEDRO II";"PI";1
"826";"PEDRO LAURENTINO";"PI";1
"827";"PICOS";"PI";1
"828";"PIMENTEIRAS";"PI";1
"829";"PIO IX";"PI";1
"830";"PIRACURUCA";"PI";1
"831";"PIRIPIRI";"PI";1
"832";"PORTO";"PI";1
"833";"PORTO ALEGRE DO PIAUÍ";"PI";1
"834";"PRATA DO PIAUÍ";"PI";1
"835";"QUEIMADA NOVA";"PI";1
"836";"REDENÇÃO DO GURGUÉIA";"PI";1
"837";"REGENERAÇÃO";"PI";1
"838";"RIACHO FRIO";"PI";1
"839";"RIBEIRA DO PIAUÍ";"PI";1
"840";"RIBEIRO GONÇALVES";"PI";1
"841";"RIO GRANDE DO PIAUÍ";"PI";1
"842";"SANTA CRUZ DO PIAUÍ";"PI";1
"843";"SANTA CRUZ DOS MILAGRES";"PI";1
"844";"SANTA FILOMENA";"PI";1
"845";"SANTA LUZ";"PI";1
"846";"SANTA ROSA DO PIAUÍ";"PI";1
"847";"SANTANA DO PIAUÍ";"PI";1
"848";"SANTO ANTÔNIO DE LISBOA";"PI";1
"849";"SANTO ANTÔNIO DOS MILAGRES";"PI";1
"850";"SANTO INÁCIO DO PIAUÍ";"PI";1
"851";"SÃO BRAZ DO PIAUÍ";"PI";1
"852";"SÃO FÉLIX DO PIAUÍ";"PI";1
"853";"SÃO FRANCISCO DE ASSIS DO PIAUÍ";"PI";1
"854";"SÃO FRANCISCO DO PIAUÍ";"PI";1
"855";"SÃO GONÇALO DO GURGUÉIA";"PI";1
"856";"SÃO GONÇALO DO PIAUÍ";"PI";1
"857";"SÃO JOÃO DA CANABRAVA";"PI";1
"858";"SÃO JOÃO DA FRONTEIRA";"PI";1
"859";"SÃO JOÃO DA SERRA";"PI";1
"860";"SÃO JOÃO DA VARJOTA";"PI";1
"861";"SÃO JOÃO DO ARRAIAL";"PI";1
"862";"SÃO JOÃO DO PIAUÍ";"PI";1
"863";"SÃO JOSÉ DO DIVINO";"PI";1
"864";"SÃO JOSÉ DO PEIXE";"PI";1
"865";"SÃO JOSÉ DO PIAUÍ";"PI";1
"866";"SÃO JULIÃO";"PI";1
"867";"SÃO LOURENÇO DO PIAUÍ";"PI";1
"868";"SÃO LUIS DO PIAUÍ";"PI";1
"869";"SÃO MIGUEL DA BAIXA GRANDE";"PI";1
"870";"SÃO MIGUEL DO FIDALGO";"PI";1
"871";"SÃO MIGUEL DO TAPUIO";"PI";1
"872";"SÃO PEDRO DO PIAUÍ";"PI";1
"873";"SÃO RAIMUNDO NONATO";"PI";1
"874";"SEBASTIÃO BARROS";"PI";1
"875";"SEBASTIÃO LEAL";"PI";1
"876";"SIGEFREDO PACHECO";"PI";1
"877";"SIMÕES";"PI";1
"878";"SIMPLÍCIO MENDES";"PI";1
"879";"SOCORRO DO PIAUÍ";"PI";1
"880";"SUSSUAPARA";"PI";1
"881";"TAMBORIL DO PIAUÍ";"PI";1
"882";"TANQUE DO PIAUÍ";"PI";1
"883";"TERESINA";"PI";1
"884";"UNIÃO";"PI";1
"885";"URUÇUÍ";"PI";1
"886";"VALENÇA DO PIAUÍ";"PI";1
"887";"VÁRZEA BRANCA";"PI";1
"888";"VÁRZEA GRANDE";"PI";1
"889";"VERA MENDES";"PI";1
"890";"VILA NOVA DO PIAUÍ";"PI";1
"891";"WALL FERRAZ";"PI";1
"892";"ABAIARA";"CE";1
"893";"ACARAPE";"CE";1
"894";"ACARAÚ";"CE";1
"895";"ACOPIARA";"CE";1
"896";"AIUABA";"CE";1
"897";"ALCÂNTARAS";"CE";1
"898";"ALTANEIRA";"CE";1
"899";"ALTO SANTO";"CE";1
"900";"AMONTADA";"CE";1
"901";"ANTONINA DO NORTE";"CE";1
"902";"APUIARÉS";"CE";1
"903";"AQUIRAZ";"CE";1
"904";"ARACATI";"CE";1
"905";"ARACOIABA";"CE";1
"906";"ARARENDÁ";"CE";1
"907";"ARARIPE";"CE";1
"908";"ARATUBA";"CE";1
"909";"ARNEIROZ";"CE";1
"910";"ASSARÉ";"CE";1
"911";"AURORA";"CE";1
"912";"BAIXIO";"CE";1
"913";"BANABUIÚ";"CE";1
"914";"BARBALHA";"CE";1
"915";"BARREIRA";"CE";1
"916";"BARRO";"CE";1
"917";"BARROQUINHA";"CE";1
"918";"BATURITÉ";"CE";1
"919";"BEBERIBE";"CE";1
"920";"BELA CRUZ";"CE";1
"921";"BOA VIAGEM";"CE";1
"922";"BREJO SANTO";"CE";1
"923";"CAMOCIM";"CE";1
"924";"CAMPOS SALES";"CE";1
"925";"CANINDÉ";"CE";1
"926";"CAPISTRANO";"CE";1
"927";"CARIDADE";"CE";1
"928";"CARIRÉ";"CE";1
"929";"CARIRIAÇU";"CE";1
"930";"CARIÚS";"CE";1
"931";"CARNAUBAL";"CE";1
"932";"CASCAVEL";"CE";1
"933";"CATARINA";"CE";1
"934";"CATUNDA";"CE";1
"935";"CAUCAIA";"CE";1
"936";"CEDRO";"CE";1
"937";"CHAVAL";"CE";1
"938";"CHORÓ";"CE";1
"939";"CHOROZINHO";"CE";1
"940";"COREAÚ";"CE";1
"941";"CRATEÚS";"CE";1
"942";"CRATO";"CE";1
"943";"CROATÁ";"CE";1
"944";"CRUZ";"CE";1
"945";"DEPUTADO IRAPUAN PINHEIRO";"CE";1
"946";"ERERÊ";"CE";1
"947";"EUSÉBIO";"CE";1
"948";"FARIAS BRITO";"CE";1
"949";"FORQUILHA";"CE";1
"950";"FORTALEZA";"CE";1
"951";"FORTIM";"CE";1
"952";"FRECHEIRINHA";"CE";1
"953";"GENERAL SAMPAIO";"CE";1
"954";"GRAÇA";"CE";1
"955";"GRANJA";"CE";1
"956";"GRANJEIRO";"CE";1
"957";"GROAÍRAS";"CE";1
"958";"GUAIÚBA";"CE";1
"959";"GUARACIABA DO NORTE";"CE";1
"960";"GUARAMIRANGA";"CE";1
"961";"HIDROLÂNDIA";"CE";1
"962";"HORIZONTE";"CE";1
"963";"IBARETAMA";"CE";1
"964";"IBIAPINA";"CE";1
"965";"IBICUITINGA";"CE";1
"966";"ICAPUÍ";"CE";1
"967";"ICÓ";"CE";1
"968";"IGUATU";"CE";1
"969";"INDEPENDÊNCIA";"CE";1
"970";"IPAPORANGA";"CE";1
"971";"IPAUMIRIM";"CE";1
"972";"IPU";"CE";1
"973";"IPUEIRAS";"CE";1
"974";"IRACEMA";"CE";1
"975";"IRAUÇUBA";"CE";1
"976";"ITAIÇABA";"CE";1
"977";"ITAITINGA";"CE";1
"978";"ITAPAJÉ";"CE";1
"979";"ITAPIPOCA";"CE";1
"980";"ITAPIÚNA";"CE";1
"981";"ITAREMA";"CE";1
"982";"ITATIRA";"CE";1
"983";"JAGUARETAMA";"CE";1
"984";"JAGUARIBARA";"CE";1
"985";"JAGUARIBE";"CE";1
"986";"JAGUARUANA";"CE";1
"987";"JARDIM";"CE";1
"988";"JATI";"CE";1
"989";"JIJOCA DE JERICOACOARA";"CE";1
"990";"JUAZEIRO DO NORTE";"CE";1
"991";"JUCÁS";"CE";1
"992";"LAVRAS DA MANGABEIRA";"CE";1
"993";"LIMOEIRO DO NORTE";"CE";1
"994";"MADALENA";"CE";1
"995";"MARACANAÚ";"CE";1
"996";"MARANGUAPE";"CE";1
"997";"MARCO";"CE";1
"998";"MARTINÓPOLE";"CE";1
"999";"MASSAPÊ";"CE";1
"1000";"MAURITI";"CE";1
"1001";"MERUOCA";"CE";1
"1002";"MILAGRES";"CE";1
"1003";"MILHÃ";"CE";1
"1004";"MIRAÍMA";"CE";1
"1005";"MISSÃO VELHA";"CE";1
"1006";"MOMBAÇA";"CE";1
"1007";"MONSENHOR TABOSA";"CE";1
"1008";"MORADA NOVA";"CE";1
"1009";"MORAÚJO";"CE";1
"1010";"MORRINHOS";"CE";1
"1011";"MUCAMBO";"CE";1
"1012";"MULUNGU";"CE";1
"1013";"NOVA OLINDA";"CE";1
"1014";"NOVA RUSSAS";"CE";1
"1015";"NOVO ORIENTE";"CE";1
"1016";"OCARA";"CE";1
"1017";"ORÓS";"CE";1
"1018";"PACAJUS";"CE";1
"1019";"PACATUBA";"CE";1
"1020";"PACOTI";"CE";1
"1021";"PACUJÁ";"CE";1
"1022";"PALHANO";"CE";1
"1023";"PALMÁCIA";"CE";1
"1024";"PARACURU";"CE";1
"1025";"PARAIPABA";"CE";1
"1026";"PARAMBU";"CE";1
"1027";"PARAMOTI";"CE";1
"1028";"PEDRA BRANCA";"CE";1
"1029";"PENAFORTE";"CE";1
"1030";"PENTECOSTE";"CE";1
"1031";"PEREIRO";"CE";1
"1032";"PINDORETAMA";"CE";1
"1033";"PIQUET CARNEIRO";"CE";1
"1034";"PIRES FERREIRA";"CE";1
"1035";"PORANGA";"CE";1
"1036";"PORTEIRAS";"CE";1
"1037";"POTENGI";"CE";1
"1038";"POTIRETAMA";"CE";1
"1039";"QUITERIANÓPOLIS";"CE";1
"1040";"QUIXADÁ";"CE";1
"1041";"QUIXELÔ";"CE";1
"1042";"QUIXERAMOBIM";"CE";1
"1043";"QUIXERÉ";"CE";1
"1044";"REDENÇÃO";"CE";1
"1045";"RERIUTABA";"CE";1
"1046";"RUSSAS";"CE";1
"1047";"SABOEIRO";"CE";1
"1048";"SALITRE";"CE";1
"1049";"SANTA QUITÉRIA";"CE";1
"1050";"SANTANA DO ACARAÚ";"CE";1
"1051";"SANTANA DO CARIRI";"CE";1
"1052";"SÃO BENEDITO";"CE";1
"1053";"SÃO GONÇALO DO AMARANTE";"CE";1
"1054";"SÃO JOÃO DO JAGUARIBE";"CE";1
"1055";"SÃO LUÍS DO CURU";"CE";1
"1056";"SENADOR POMPEU";"CE";1
"1057";"SENADOR SÁ";"CE";1
"1058";"SOBRAL";"CE";1
"1059";"SOLONÓPOLE";"CE";1
"1060";"TABULEIRO DO NORTE";"CE";1
"1061";"TAMBORIL";"CE";1
"1062";"TARRAFAS";"CE";1
"1063";"TAUÁ";"CE";1
"1064";"TEJUÇUOCA";"CE";1
"1065";"TIANGUÁ";"CE";1
"1066";"TRAIRI";"CE";1
"1067";"TURURU";"CE";1
"1068";"UBAJARA";"CE";1
"1069";"UMARI";"CE";1
"1070";"UMIRIM";"CE";1
"1071";"URUBURETAMA";"CE";1
"1072";"URUOCA";"CE";1
"1073";"VARJOTA";"CE";1
"1074";"VÁRZEA ALEGRE";"CE";1
"1075";"VIÇOSA DO CEARÁ";"CE";1
"1076";"ACARI";"RN";1
"1077";"AÇU";"RN";1
"1078";"AFONSO BEZERRA";"RN";1
"1079";"ÁGUA NOVA";"RN";1
"1080";"ALEXANDRIA";"RN";1
"1081";"ALMINO AFONSO";"RN";1
"1082";"ALTO DO RODRIGUES";"RN";1
"1083";"ANGICOS";"RN";1
"1084";"ANTÔNIO MARTINS";"RN";1
"1085";"APODI";"RN";1
"1086";"AREIA BRANCA";"RN";1
"1087";"ARÊS";"RN";1
"1088";"AUGUSTO SEVERO";"RN";1
"1089";"BAÍA FORMOSA";"RN";1
"1090";"BARAÚNA";"RN";1
"1091";"BARCELONA";"RN";1
"1092";"BENTO FERNANDES";"RN";1
"1093";"BODÓ";"RN";1
"1094";"BOM JESUS";"RN";1
"1095";"BREJINHO";"RN";1
"1096";"CAIÇARA DO NORTE";"RN";1
"1097";"CAIÇARA DO RIO DO VENTO";"RN";1
"1098";"CAICÓ";"RN";1
"1099";"CAMPO REDONDO";"RN";1
"1100";"CANGUARETAMA";"RN";1
"1101";"CARAÚBAS";"RN";1
"1102";"CARNAÚBA DOS DANTAS";"RN";1
"1103";"CARNAUBAIS";"RN";1
"1104";"CEARÁ-MIRIM";"RN";1
"1105";"CERRO CORÁ";"RN";1
"1106";"CORONEL EZEQUIEL";"RN";1
"1107";"CORONEL JOÃO PESSOA";"RN";1
"1108";"CRUZETA";"RN";1
"1109";"CURRAIS NOVOS";"RN";1
"1110";"DOUTOR SEVERIANO";"RN";1
"1111";"ENCANTO";"RN";1
"1112";"EQUADOR";"RN";1
"1113";"ESPÍRITO SANTO";"RN";1
"1114";"EXTREMOZ";"RN";1
"1115";"FELIPE GUERRA";"RN";1
"1116";"FERNANDO PEDROZA";"RN";1
"1117";"FLORÂNIA";"RN";1
"1118";"FRANCISCO DANTAS";"RN";1
"1119";"FRUTUOSO GOMES";"RN";1
"1120";"GALINHOS";"RN";1
"1121";"GOIANINHA";"RN";1
"1122";"GOVERNADOR DIX-SEPT ROSADO";"RN";1
"1123";"GROSSOS";"RN";1
"1124";"GUAMARÉ";"RN";1
"1125";"IELMO MARINHO";"RN";1
"1126";"IPANGUAÇU";"RN";1
"1127";"IPUEIRA";"RN";1
"1128";"ITAJÁ";"RN";1
"1129";"ITAÚ";"RN";1
"1130";"JAÇANÃ";"RN";1
"1131";"JANDAÍRA";"RN";1
"1132";"JANDUÍS";"RN";1
"1133";"JANUÁRIO CICCO";"RN";1
"1134";"JAPI";"RN";1
"1135";"JARDIM DE ANGICOS";"RN";1
"1136";"JARDIM DE PIRANHAS";"RN";1
"1137";"JARDIM DO SERIDÓ";"RN";1
"1138";"JOÃO CÂMARA";"RN";1
"1139";"JOÃO DIAS";"RN";1
"1140";"JOSÉ DA PENHA";"RN";1
"1141";"JUCURUTU";"RN";1
"1142";"JUNDIÁ";"RN";1
"1143";"LAGOA D'ANTA";"RN";1
"1144";"LAGOA DE PEDRAS";"RN";1
"1145";"LAGOA DE VELHOS";"RN";1
"1146";"LAGOA NOVA";"RN";1
"1147";"LAGOA SALGADA";"RN";1
"1148";"LAJES";"RN";1
"1149";"LAJES PINTADAS";"RN";1
"1150";"LUCRÉCIA";"RN";1
"1151";"LUÍS GOMES";"RN";1
"1152";"MACAÍBA";"RN";1
"1153";"MACAU";"RN";1
"1154";"MAJOR SALES";"RN";1
"1155";"MARCELINO VIEIRA";"RN";1
"1156";"MARTINS";"RN";1
"1157";"MAXARANGUAPE";"RN";1
"1158";"MESSIAS TARGINO";"RN";1
"1159";"MONTANHAS";"RN";1
"1160";"MONTE ALEGRE";"RN";1
"1161";"MONTE DAS GAMELEIRAS";"RN";1
"1162";"MOSSORÓ";"RN";1
"1163";"NATAL";"RN";1
"1164";"NÍSIA FLORESTA";"RN";1
"1165";"NOVA CRUZ";"RN";1
"1166";"OLHO-D'ÁGUA DO BORGES";"RN";1
"1167";"OURO BRANCO";"RN";1
"1168";"PARANÁ";"RN";1
"1169";"PARAÚ";"RN";1
"1170";"PARAZINHO";"RN";1
"1171";"PARELHAS";"RN";1
"1172";"PARNAMIRIM";"RN";1
"1173";"PASSA E FICA";"RN";1
"1174";"PASSAGEM";"RN";1
"1175";"PATU";"RN";1
"1176";"PAU DOS FERROS";"RN";1
"1177";"PEDRA GRANDE";"RN";1
"1178";"PEDRA PRETA";"RN";1
"1179";"PEDRO AVELINO";"RN";1
"1180";"PEDRO VELHO";"RN";1
"1181";"PENDÊNCIAS";"RN";1
"1182";"PILÕES";"RN";1
"1183";"POÇO BRANCO";"RN";1
"1184";"PORTALEGRE";"RN";1
"1185";"PORTO DO MANGUE";"RN";1
"1186";"PUREZA";"RN";1
"1187";"RAFAEL FERNANDES";"RN";1
"1188";"RAFAEL GODEIRO";"RN";1
"1189";"RIACHO DA CRUZ";"RN";1
"1190";"RIACHO DE SANTANA";"RN";1
"1191";"RIACHUELO";"RN";1
"1192";"RIO DO FOGO";"RN";1
"1193";"RODOLFO FERNANDES";"RN";1
"1194";"RUY BARBOSA";"RN";1
"1195";"SANTA CRUZ";"RN";1
"1196";"SANTA MARIA";"RN";1
"1197";"SANTANA DO MATOS";"RN";1
"1198";"SANTANA DO SERIDÓ";"RN";1
"1199";"SANTO ANTÔNIO";"RN";1
"1200";"SÃO BENTO DO NORTE";"RN";1
"1201";"SÃO BENTO DO TRAIRÍ";"RN";1
"1202";"SÃO FERNANDO";"RN";1
"1203";"SÃO FRANCISCO DO OESTE";"RN";1
"1204";"SÃO GONÇALO DO AMARANTE";"RN";1
"1205";"SÃO JOÃO DO SABUGI";"RN";1
"1206";"SÃO JOSÉ DE MIPIBU";"RN";1
"1207";"SÃO JOSÉ DO CAMPESTRE";"RN";1
"1208";"SÃO JOSÉ DO SERIDÓ";"RN";1
"1209";"SÃO MIGUEL";"RN";1
"1210";"SÃO MIGUEL DO GOSTOSO";"RN";1
"1211";"SÃO PAULO DO POTENGI";"RN";1
"1212";"SÃO PEDRO";"RN";1
"1213";"SÃO RAFAEL";"RN";1
"1214";"SÃO TOMÉ";"RN";1
"1215";"SÃO VICENTE";"RN";1
"1216";"SENADOR ELÓI DE SOUZA";"RN";1
"1217";"SENADOR GEORGINO AVELINO";"RN";1
"1218";"SERRA CAIADA";"RN";1
"1219";"SERRA DE SÃO BENTO";"RN";1
"1220";"SERRA DO MEL";"RN";1
"1221";"SERRA NEGRA DO NORTE";"RN";1
"1222";"SERRINHA";"RN";1
"1223";"SERRINHA DOS PINTOS";"RN";1
"1224";"SEVERIANO MELO";"RN";1
"1225";"SÍTIO NOVO";"RN";1
"1226";"TABOLEIRO GRANDE";"RN";1
"1227";"TAIPU";"RN";1
"1228";"TANGARÁ";"RN";1
"1229";"TENENTE ANANIAS";"RN";1
"1230";"TENENTE LAURENTINO CRUZ";"RN";1
"1231";"TIBAU";"RN";1
"1232";"TIBAU DO SUL";"RN";1
"1233";"TIMBAÚBA DOS BATISTAS";"RN";1
"1234";"TOUROS";"RN";1
"1235";"TRIUNFO POTIGUAR";"RN";1
"1236";"UMARIZAL";"RN";1
"1237";"UPANEMA";"RN";1
"1238";"VÁRZEA";"RN";1
"1239";"VENHA-VER";"RN";1
"1240";"VERA CRUZ";"RN";1
"1241";"VIÇOSA";"RN";1
"1242";"VILA FLOR";"RN";1
"1243";"ÁGUA BRANCA";"PB";1
"1244";"AGUIAR";"PB";1
"1245";"ALAGOA GRANDE";"PB";1
"1246";"ALAGOA NOVA";"PB";1
"1247";"ALAGOINHA";"PB";1
"1248";"ALCANTIL";"PB";1
"1249";"ALGODÃO DE JANDAÍRA";"PB";1
"1250";"ALHANDRA";"PB";1
"1251";"AMPARO";"PB";1
"1252";"APARECIDA";"PB";1
"1253";"ARAÇAGI";"PB";1
"1254";"ARARA";"PB";1
"1255";"ARARUNA";"PB";1
"1256";"AREIA";"PB";1
"1257";"AREIA DE BARAÚNAS";"PB";1
"1258";"AREIAL";"PB";1
"1259";"AROEIRAS";"PB";1
"1260";"ASSUNÇÃO";"PB";1
"1261";"BAÍA DA TRAIÇÃO";"PB";1
"1262";"BANANEIRAS";"PB";1
"1263";"BARAÚNA";"PB";1
"1264";"BARRA DE SANTA ROSA";"PB";1
"1265";"BARRA DE SANTANA";"PB";1
"1266";"BARRA DE SÃO MIGUEL";"PB";1
"1267";"BAYEUX";"PB";1
"1268";"BELÉM";"PB";1
"1269";"BELÉM DO BREJO DO CRUZ";"PB";1
"1270";"BERNARDINO BATISTA";"PB";1
"1271";"BOA VENTURA";"PB";1
"1272";"BOA VISTA";"PB";1
"1273";"BOM JESUS";"PB";1
"1274";"BOM SUCESSO";"PB";1
"1275";"BONITO DE SANTA FÉ";"PB";1
"1276";"BOQUEIRÃO";"PB";1
"1277";"BORBOREMA";"PB";1
"1278";"BREJO DO CRUZ";"PB";1
"1279";"BREJO DOS SANTOS";"PB";1
"1280";"CAAPORÃ";"PB";1
"1281";"CABACEIRAS";"PB";1
"1282";"CABEDELO";"PB";1
